    -3.000000     2.969977
    -2.939394     2.879511
    -2.878788     2.779945
    -2.818182     2.672079
    -2.757576     2.556734
    -2.696970     2.434751
    -2.636364     2.306986
    -2.575758     2.174303
    -2.515152     2.037572
    -2.454545     1.897664
    -2.393939     1.755443
    -2.333333     1.611769
    -2.272727     1.467485
    -2.212121     1.323418
    -2.151515     1.180375
    -2.090909     1.039136
    -2.030303     0.900452
    -1.969697     0.765041
    -1.909091     0.633587
    -1.848485     0.506732
    -1.787879     0.385076
    -1.727273     0.269176
    -1.666667     0.159539
    -1.606061     0.056625
    -1.545455    -0.039160
    -1.484848    -0.127462
    -1.424242    -0.207982
    -1.363636    -0.280475
    -1.303030    -0.344753
    -1.242424    -0.400685
    -1.181818    -0.448196
    -1.121212    -0.487269
    -1.060606    -0.517940
    -1.000000    -0.540302
    -0.939394    -0.554503
    -0.878788    -0.560741
    -0.818182    -0.559268
    -0.757576    -0.550382
    -0.696970    -0.534430
    -0.636364    -0.511803
    -0.575758    -0.482934
    -0.515152    -0.448294
    -0.454545    -0.408391
    -0.393939    -0.363765
    -0.333333    -0.314986
    -0.272727    -0.262647
    -0.212121    -0.207367
    -0.151515    -0.149779
    -0.090909    -0.090534
    -0.030303    -0.030289
     0.030303     0.030289
     0.090909     0.090534
     0.151515     0.149779
     0.212121     0.207367
     0.272727     0.262647
     0.333333     0.314986
     0.393939     0.363765
     0.454545     0.408391
     0.515152     0.448294
     0.575758     0.482934
     0.636364     0.511803
     0.696970     0.534430
     0.757576     0.550382
     0.818182     0.559268
     0.878788     0.560741
     0.939394     0.554503
     1.000000     0.540302
     1.060606     0.517940
     1.121212     0.487269
     1.181818     0.448196
     1.242424     0.400685
     1.303030     0.344753
     1.363636     0.280475
     1.424242     0.207982
     1.484848     0.127462
     1.545455     0.039160
     1.606061    -0.056625
     1.666667    -0.159539
     1.727273    -0.269176
     1.787879    -0.385076
     1.848485    -0.506732
     1.909091    -0.633587
     1.969697    -0.765041
     2.030303    -0.900452
     2.090909    -1.039136
     2.151515    -1.180375
     2.212121    -1.323418
     2.272727    -1.467485
     2.333333    -1.611769
     2.393939    -1.755443
     2.454545    -1.897664
     2.515152    -2.037572
     2.575758    -2.174303
     2.636364    -2.306986
     2.696970    -2.434751
     2.757576    -2.556734
     2.818182    -2.672079
     2.878788    -2.779945
     2.939394    -2.879511
     3.000000    -2.969977
